COUNTRYCODE,YEAR,TERTIARYCOMPLETIONRATE,EDUCATIONGDPSHARE,NOBELLAUREATES,PATENTFILINGS
SVK,2013,,4.06895,,
SVN,2013,,5.40573,,
SWE,2013,,7.61121,,
SWZ,2013,,5.0846105,,
SYC,2013,,3.6184,,
TCA,2013,,2.804787,,
TCD,2013,,2.85071,,
TGO,2013,,3.17475,,
THA,2013,,3.8243985,,
TJK,2013,,5.2939763,,
TLS,2013,,5.6805573,,
TTO,2013,,3.7527587,,
TUR,2013,,4.34481,,
TZA,2013,,4.6376944,,
UGA,2013,,1.87114,,
UKR,2013,,6.4199,,
URY,2013,,4.23892,,
USA,2013,,6.2115464,3.0,
USA,2013,,6.2115464,3.0,
USA,2013,,6.2115464,3.0,
UZB,2013,,5.74191,,
VGB,2013,,4.4581122,,
VNM,2013,,4.52834,,
WSM,2013,,4.504232,,
ZAF,2013,,5.35072,,
ZMB,2013,,3.7182071,,
ZWE,2013,,5.99598,,
ABW,2014,,4.857418,,
AFG,2014,,3.69522,,
AGO,2014,,2.93,,
AIA,2014,,3.0392213,,
ALB,2014,,3.216967,,
AND,2014,,3.07421,,
ARG,2014,,5.36144,,
ARM,2014,,2.24724,,
ATG,2014,,2.304441,,
AUS,2014,,5.4375525,,
AUT,2014,,5.44762,,
AZE,2014,,2.63304,,
BDI,2014,,7.51638,,
BEL,2014,,6.59047,,
BEN,2014,,3.16179,,
BFA,2014,,4.0533,,
BGD,2014,,2.0987167,,
BGR,2014,,4.0701795,,
BHR,2014,,2.46746,,
BHS,2014,,2.3566668,,
BIH,2014,,3.3147397,,
BLR,2014,,4.81833,,
BLZ,2014,,5.16744,,
BMU,2014,,1.53688,,
BOL,2014,,7.47813,,
BRA,2014,,5.94848,,
BRB,2014,,6.12197,,
BRN,2014,,3.35319,,
BTN,2014,,5.549,,
BWA,2014,,7.888742,,
CAF,2014,,2.2201533,,
CAN,2014,,4.84359,,
CHE,2014,,4.93057,,
CHL,2014,,4.75168,,
CHN,2014,,3.7266376,,
CIV,2014,,3.31417,,
CMR,2014,,2.58396,,
COD,2014,,1.95143,,
COG,2014,,3.18257,,
COK,2014,,4.2265105,,
COL,2014,,4.62946,,
COM,2014,,2.74473,,
CPV,2014,,4.52135,,
CRI,2014,,6.67952,,
CUB,2014,,9.607457,,
CYP,2014,,6.42111,,
CZE,2014,,3.96523,,
DEU,2014,,4.92102,,
DJI,2014,,4.384075,,
DMA,2014,,4.332166,,
DNK,2014,,7.63485,,
DOM,2014,,3.6224344,,
DZA,2014,,6.548898,,
ECU,2014,,5.21021,,
EGY,2014,,4.2513857,,
ESP,2014,,4.30151,,
EST,2014,,4.39433,,
ETH,2014,,4.7926507,,
FIN,2014,,7.10237,,
FJI,2014,,3.7696092,,
FRA,2014,,5.4892044,,
FSM,2014,,12.2281685,,
GAB,2014,,2.66667,,
GBR,2014,,5.60135,,
GEO,2014,,2.9411764,,
GHA,2014,,3.6823483,,
GIN,2014,,2.42281,,
GMB,2014,,2.2228026,,
GRC,2014,,4.321357,,
GRD,2014,,4.477566,,
GTM,2014,,2.98562,,
GUY,2014,,4.36033,,
HKG,2014,,3.57255,,
HND,2014,,7.09012,,
HRV,2014,,5.0380707,,
HTI,2014,,1.75227,,
HUN,2014,,4.60187,,
IDN,2014,,3.28801,,
IND,2014,,3.8987803,,
IRL,2014,,4.86512,,
IRN,2014,,2.61669,,
ISL,2014,,7.64141,,
ISR,2014,,5.70471,,
ITA,2014,,4.06128,,
JAM,2014,,6.01586,,
JPN,2014,,3.4153,3.0,
JPN,2014,,3.4153,3.0,
JPN,2014,,3.4153,3.0,
KAZ,2014,,3.4290395,,
KEN,2014,,4.7173,,
KGZ,2014,,6.4676356,,
KHM,2014,,1.5667363,,
KIR,2014,,11.513136,,
KNA,2014,,2.853075,,
LAO,2014,,2.93781,,
LBR,2014,,2.1689835,,
LCA,2014,,3.89143,,
LKA,2014,,1.85859,,
LSO,2014,,7.2,,
LTU,2014,,4.48658,,
LUX,2014,,3.85569,,
LVA,2014,,5.28123,,
MAC,2014,,2.04853,,
MAR,2014,,5.4827604,,
MCO,2014,,1.02195,,
MDA,2014,,6.33807,,
MDG,2014,,2.9874213,,
MDV,2014,,3.8897953,,
MEX,2014,,5.06809,,
MLI,2014,,3.64819,,
MLT,2014,,7.00421,,
MMR,2014,,2.0119984,,
MNG,2014,,5.428256,,
MOZ,2014,,6.3992085,,
MRT,2014,,2.5579643,,
MSR,2014,,5.271191,,
MUS,2014,,4.81515,,
MWI,2014,,3.6600602,,
MYS,2014,,5.02936,,
NAM,2014,,9.562507,,
NER,2014,,5.10368,,
NGA,2014,,0.47074255,,
NIC,2014,,4.08329,,
NLD,2014,,5.4589,,
NOR,2014,,7.64403,3.0,
NOR,2014,,7.64403,3.0,
NOR,2014,,7.64403,3.0,
NPL,2014,,3.9925053,,
NRU,2014,,4.472784,,
NZL,2014,,5.80854,,
PAK,2014,,2.20434,,
PAN,2014,,3.17401,,
PER,2014,,3.69599,,
PHL,2014,,2.6645424,,
POL,2014,,4.96657,,
PRI,2014,,6.07266,,
PRT,2014,,5.124,,
PRY,2014,,2.596559,,
QAT,2014,,3.60535,,
ROU,2014,,3.12508,,
RUS,2014,,4.01388,,
RWA,2014,,4.19644,,
SEN,2014,,5.72907,,
SGP,2014,,2.9243667,,
SLE,2014,,2.66291,,
SLV,2014,,3.82416,,
SMR,2014,,3.1935763,,
SSD,2014,,1.23246,,
STP,2014,,4.43217,,
SVK,2014,,4.2159,,
SVN,2014,,5.2917,,
SWE,2014,,7.57373,,
SWZ,2014,,7.07059,,
SYC,2014,,3.95247,,
TCA,2014,,2.7465463,,
TCD,2014,,2.3203123,,
TGO,2014,,3.42377,,
THA,2014,,3.9191775,,
TJK,2014,,5.593989,,
TLS,2014,,7.6589046,,
TTO,2014,,3.590138,,
TUR,2014,,4.41258,,
TZA,2014,,4.3460574,,
UGA,2014,,1.91472,,
UKR,2014,,5.87494,,
URY,2014,,4.26735,,
USA,2014,,6.0998206,3.0,
USA,2014,,6.0998206,3.0,
USA,2014,,6.0998206,3.0,
UZB,2014,,5.71323,,
VGB,2014,,4.009198,,
VNM,2014,,3.5401232,,
VUT,2014,,5.18195,,
WSM,2014,,5.1393976,,
ZAF,2014,,5.48978,,
ZWE,2014,,6.13835,,
ABW,2015,,5.88827,,
AFG,2015,8.8,3.2558,,
AFR,2015,5.558001,,,
AGO,2015,,3.1,,
AIA,2015,,2.979637,,
ALB,2015,2.3,3.43797,,
AMN,2015,43.788326,,,
AMS,2015,14.698052,,,
AND,2015,,3.28035,,
ARE,2015,13.2,,,
ARG,2015,12.9,5.77611,,
ARM,2015,27.2,2.80591,,
ASI,2015,10.79199,,,
ATG,2015,,1.9934756,,
AUS,2015,33.7,5.462858,,
AUT,2015,17.9,5.45658,,
AZE,2015,,2.95168,,
BDI,2015,1.4,7.1029096,,
BEL,2015,34.7,6.45157,,
BEN,2015,4.6,3.17298,,
BFA,2015,,3.67009,,
BGD,2015,4.9,1.8722541,,
BGR,2015,25.2,3.9133234,,
BHR,2015,8.5,2.66808,,
BHS,2015,,2.297172,,
BIH,2015,,3.018113,,
BLR,2015,,4.78751,,
BLZ,2015,6.1,5.3902,,
BMU,2015,,1.50164,,
BOL,2015,26.7,8.14343,,
BRA,2015,11.2,6.24106,,
BRB,2015,4.7,5.159975,,
BRN,2015,11.1,,,
BTN,2015,,5.782699,,
BWA,2015,4.5,8.39458,,
CAF,2015,2.0,1.9102286,,
CAN,2015,51.5,4.73938,,
CHE,2015,35.3,4.99559,,
CHL,2015,18.8,4.9039,,
CHN,2015,5.4,3.824865,,
CIV,2015,5.3,3.49413,,
CMR,2015,3.9,2.65792,,
COD,2015,1.2,2.17044,,
COG,2015,1.9,3.13883,,
COK,2015,,3.9512832,,
COL,2015,24.3,4.47039,,
COM,2015,,2.54506,,
CPV,2015,,4.80622,,
CRI,2015,19.9,6.8735,,
CUB,2015,21.5,8.963358,,
CYP,2015,36.8,6.30491,,
CZE,2015,17.9,5.75182,,
DEU,2015,24.5,4.85515,,
DJI,2015,,3.59895,,
DMA,2015,,3.40712,,
DNK,2015,30.5,7.031651,,
DOM,2015,14.5,3.6040027,,
DZA,2015,14.1,6.17633,,
ECU,2015,12.1,5.1057,,
EGY,2015,12.6,3.9308481,,
ESP,2015,30.9,4.28457,,
EST,2015,33.7,5.14419,,
ETH,2015,,5.1533613,,
EUR,2015,35.210674,,,
FIN,2015,33.5,7.03208,,
FJI,2015,14.8,4.8093176,,
FRA,2015,30.0,5.4464273,,
FSM,2015,,13.64651,,
GAB,2015,13.8,2.82436,,
GBR,2015,30.7,5.55452,,
GEO,2015,,3.1087184,,
GHA,2015,3.6,3.6887455,,
GIN,2015,,2.51714,,
GMB,2015,1.7,2.1923518,,
GRC,2015,33.0,3.66139,,
GRD,2015,,4.2386103,,
GTM,2015,0.0,3.03033,,
GUY,2015,0.5,3.8957,,
HKG,2015,22.9,3.26212,,
HND,2015,4.6,6.41297,,
HRV,2015,22.0,4.800907,,
HTI,2015,1.1,1.85498,,
HUN,2015,20.3,4.4954,,
IDN,2015,8.0,3.5836,,
IND,2015,10.3,4.1149917,,
IRL,2015,49.8,3.74869,3.0,
IRL,2015,49.8,3.74869,3.0,
IRL,2015,49.8,3.74869,3.0,
IRN,2015,22.2,2.62911,,
IRQ,2015,19.6,,,
ISL,2015,42.0,7.45797,,
ISR,2015,40.3,5.79766,,
ITA,2015,14.4,4.07363,,
JAM,2015,17.1,5.45522,,
JOR,2015,16.6,,,
JPN,2015,43.8,3.31221,2.0,
JPN,2015,43.8,3.31221,2.0,
KAZ,2015,26.5,3.3379698,,
KEN,2015,8.5,4.9494514,,
KGZ,2015,19.2,6.9676476,,
KHM,2015,3.1,1.7034615,,
KIR,2015,,10.768391,,
KNA,2015,,3.0179145,,
KOR,2015,52.4,4.45424,,
KWT,2015,6.9,,,
LAO,2015,6.8,2.736898,,
LBR,2015,5.0,2.1158748,,
LBY,2015,25.8,,,
LCA,2015,,3.88088,,
LKA,2015,16.1,2.10998,,
LSO,2015,1.7,7.6427207,,
LTU,2015,32.4,4.22719,,
LUX,2015,33.7,3.76792,,
LVA,2015,23.9,5.28252,,
MAC,2015,20.7,3.00247,,
MAR,2015,11.3,5.133369,,
MDA,2015,17.1,5.805687,,
MDG,2015,,2.7041883,,
MDV,2015,1.8,4.6223054,,
MEX,2015,20.5,5.05088,,
MLI,2015,2.0,3.80152,,
MLT,2015,16.0,5.02398,,
MMR,2015,10.6,2.2456043,,
MNG,2015,24.5,4.3871565,,
MOZ,2015,0.6,5.915157,,
MRT,2015,2.1,2.829566,,
MSR,2015,,6.4431877,,
MUS,2015,6.0,4.75847,,
MWI,2015,0.3,3.4444966,,
MYS,2015,22.6,4.70381,,
NAM,2015,1.8,9.850768,,
NER,2015,1.2,4.48669,,
NGA,2015,,0.43695492,,
NIC,2015,12.6,4.07843,,
NLD,2015,31.4,5.34816,,
NOR,2015,31.5,7.52335,,
NPL,2015,3.5,3.576255,,
NRU,2015,,6.252603,,
NZL,2015,39.5,5.70735,,
OCE,2015,26.53345,,,
OWID_WRL,2015,15.2279215,,,
PAK,2015,5.5,2.38609,,
PAN,2015,26.4,3.3667,,
PER,2015,20.9,3.96933,,
PHL,2015,27.4,2.830523,,
PNG,2015,1.5,1.6661284,,
POL,2015,23.7,4.81701,,
PRT,2015,15.7,4.88554,,
PRY,2015,10.2,3.3337781,,
PSE,2015,,4.66322,,
QAT,2015,15.5,,,
REU,2015,3.0,,,
ROU,2015,13.5,3.10695,,
RUS,2015,67.9,3.83403,,
RWA,2015,2.1,3.64712,,
SAU,2015,14.3,,,
SDN,2015,4.3,,,
SEN,2015,3.0,5.45638,,
SGP,2015,46.9,2.8630934,,
SLE,2015,2.6,,,
SLV,2015,6.1,3.90988,,
SMR,2015,,3.1191428,,
SRB,2015,16.7,,,
SSD,2015,,1.46556,,
STP,2015,,4.69795,,
SUR,2015,,5.534796,,
SVK,2015,21.0,4.57843,,
SVN,2015,24.1,4.90953,,
SWE,2015,30.0,7.4439,3.0,
SWE,2015,30.0,7.4439,3.0,
SWE,2015,30.0,7.4439,3.0,
SWZ,2015,2.1,5.354947,,
SYC,2015,,4.91461,,
SYR,2015,5.5,,,
TCA,2015,,2.985262,,
TCD,2015,,2.3428316,,
TGO,2015,3.9,3.71098,,
THA,2015,14.8,3.8639762,,
TJK,2015,8.0,4.981188,,
TLS,2015,,6.292498,,
TON,2015,6.5,,,
TTO,2015,11.0,4.4245934,,
TUN,2015,16.2,6.22045,,
TUR,2015,11.6,4.3055,,
TWN,2015,45.0,,,
TZA,2015,0.9,4.1948657,,
UGA,2015,2.5,2.32152,,
UKR,2015,45.9,5.7425685,,
URY,2015,9.1,4.20637,,
USA,2015,60.3,4.93063,,
UZB,2015,,5.4945335,,
VCT,2015,,4.9561462,,
VEN,2015,16.2,,,
VGB,2015,,4.7045,,
VNM,2015,6.8,3.4166045,,
VUT,2015,,5.60338,,
WSM,2015,,4.274603,,
YEM,2015,3.4,,,
ZAF,2015,5.3,5.48285,,
ZMB,2015,1.2,4.62433,,
ZWE,2015,0.9,,,
ABW,2016,,5.49136,,
AFG,2016,,4.54397,,
AGO,2016,,2.7549367,,
AIA,2016,,3.1401215,,
ALB,2016,,3.96209,,
AND,2016,,3.23707,,
ARG,2016,,5.54549,,
ARM,2016,,2.75812,,
ATG,2016,,2.1714993,,
AUS,2016,,5.4303856,,
AUT,2016,,5.47962,,
AZE,2016,,2.90341,,
BDI,2016,,4.965851,,
BEL,2016,,6.46173,,
BEN,2016,,2.8991,,
BGD,2016,,1.6219606,,
BGR,2016,,3.3951695,,
BHR,2016,,2.8024828,,
BHS,2016,,2.587862,,
BIH,2016,,4.26451,,
BLR,2016,,4.94655,,
BLZ,2016,,5.72171,,
BMU,2016,,1.9154439,,
BOL,2016,,8.15061,,
BRA,2016,,6.31404,,
BRB,2016,,4.68383,,
BRN,2016,,4.42541,,
BTN,2016,,5.891594,,
BWA,2016,,8.735893,,
CAF,2016,,1.754089,,
CAN,2016,,4.81642,,
CHE,2016,,4.98164,,
CHL,2016,,5.36647,,
CHN,2016,,3.7936225,,
CIV,2016,,3.93593,,
CMR,2016,,2.56234,,
COD,2016,,2.11869,,
COG,2016,,4.871141,,
COK,2016,,3.973337,,
COL,2016,,4.47721,,
CPV,2016,,4.75476,,
CRI,2016,,6.89396,,
CUB,2016,,9.013093,,
CYP,2016,,6.11811,,
CZE,2016,,5.55373,,
DEU,2016,,4.83923,,
DJI,2016,,3.92226,,
DMA,2016,,5.1297197,,
DNK,2016,,7.69106,,
DOM,2016,,3.8504956,,
DZA,2016,,6.5021086,,
ECU,2016,,4.463977,,
ESP,2016,,4.22544,,
EST,2016,,5.15764,,
ETH,2016,,5.061514,,
FIN,2016,,6.85153,,
FJI,2016,,4.8359027,,
FRA,2016,,5.408058,3.0,
FRA,2016,,5.408058,3.0,
FRA,2016,,5.408058,3.0,
FSM,2016,,13.814728,,
GAB,2016,,2.6677308,,
GBR,2016,,5.42796,3.0,
GBR,2016,,5.42796,3.0,
GBR,2016,,5.42796,3.0,
GEO,2016,,3.52338,,
GHA,2016,,3.454744,,
GIN,2016,,2.5445,,
GMB,2016,,2.1747973,,
GRC,2016,,4.0156064,,
GTM,2016,,2.94474,,
GUY,2016,,4.73775,,
HKG,2016,,3.29269,,
HND,2016,,6.095095,,
HRV,2016,,4.69095,,
HTI,2016,,1.38776,,
HUN,2016,,4.61548,,
IDN,2016,,1.2102345,,
IND,2016,,4.2565165,,
IRL,2016,,3.74674,,
IRN,2016,,3.17397,,
ISL,2016,,7.4322,,
ISR,2016,,5.79981,,
ITA,2016,,3.81579,,
JAM,2016,,5.31461,,
JOR,2016,,3.45282,,
JPN,2016,,3.14643,1.0,
KAZ,2016,,3.563251,,
KEN,2016,,4.665563,,
KGZ,2016,,6.58615,,
KHM,2016,,1.8708191,,
KIR,2016,,11.646473,,
KNA,2016,,3.0007615,,
KOR,2016,,4.3331,,
KWT,2016,,5.95594,,
LAO,2016,,2.7744298,,
LBN,2016,,2.1782026,,
LBR,2016,,2.1147969,,
LCA,2016,,5.20955,,
LKA,2016,,3.22929,,
LSO,2016,,7.552474,,
LTU,2016,,4.00431,,
LUX,2016,,4.349802,,
LVA,2016,,4.6575,,
MAC,2016,,3.09953,,
MAR,2016,,5.085302,,
MCO,2016,,1.37246,,
MDA,2016,,5.67208,,
MDG,2016,,2.6979206,,
MDV,2016,,4.438736,,
MEX,2016,,4.75796,,
MLI,2016,,3.09478,,
MLT,2016,,5.10766,,
MMR,2016,,2.1580884,,
MNG,2016,,5.200433,,
MOZ,2016,,5.80087,,
MRT,2016,,1.94406,,
MSR,2016,,6.3891625,,
MUS,2016,,4.88207,,
MWI,2016,,3.2441306,,
MYS,2016,,4.3459845,,
NAM,2016,,10.592794,,
NER,2016,,2.95843,,
NGA,2016,,0.39304563,,
NIC,2016,,4.08113,,
NLD,2016,,5.4796,,
NOR,2016,,7.98445,,
NPL,2016,,3.741874,,
NRU,2016,,4.8221464,,
NZL,2016,,5.5056,,
PAK,2016,,2.66804,,
PAN,2016,,3.42913,,
PER,2016,,3.81317,,
PHL,2016,,3.301281,,
PNG,2016,,0.84581107,,
POL,2016,,4.65911,,
PRT,2016,,4.770906,,
PRY,2016,,3.43498,,
PSE,2016,,4.98296,,
ROU,2016,,3.0256,,
RUS,2016,,3.76044,,
RWA,2016,,3.43484,,
SEN,2016,,5.11309,,
SGP,2016,,2.8711154,,
SLE,2016,,2.91134,,
SLV,2016,,3.82524,,
SMR,2016,,3.3372016,,
SRB,2016,,3.6347,,
SSD,2016,,1.5653923,,
STP,2016,,6.11516,,
SUR,2016,,5.640519,,
SVK,2016,,3.90079,,
SVN,2016,,4.79267,,
SWE,2016,,7.61862,,
SWZ,2016,,5.433553,,
SYC,2016,,4.02131,,
TCA,2016,,2.9074457,,
TCD,2016,,2.388476,,
TGO,2016,,3.66248,,
THA,2016,,3.7676175,,
TJK,2016,,5.7309413,,
TLS,2016,,6.0120096,,
TTO,2016,,4.1324797,,
TUR,2016,,4.62774,,
TZA,2016,,4.1019673,,
UGA,2016,,2.13789,,
UKR,2016,,5.00978,,
URY,2016,,4.3642,,
USA,2016,,4.78328,,
UZB,2016,,5.4152374,,
VCT,2016,,5.4373646,,
VGB,2016,,3.254677,,
VNM,2016,,3.469074,,
VUT,2016,,7.677426,,
WSM,2016,,4.349684,,
ZAF,2016,,5.44424,,
ZMB,2016,,3.74792,,
ABW,2017,,4.45582,,
AFG,2017,,4.34319,,
AGO,2017,,2.466879,,
AIA,2017,,3.6471837,,
ALB,2017,,3.61172,,
AND,2017,,3.21709,,
ARG,2017,,5.45432,,
ARM,2017,,2.70759,,
ATG,2017,,2.281583,,
AUS,2017,,5.3212557,,
AUT,2017,,5.37159,,
AZE,2017,,2.47382,,
BDI,2017,,5.0091887,,
BEL,2017,,6.42534,,
BEN,2017,,3.53559,,
BFA,2017,,5.62847,,
BGD,2017,,1.8504003,,
BGR,2017,,4.07756,,
BHR,2017,,2.32781,,
BHS,2017,,2.6951017,,
BIH,2017,,2.8386843,,
BLR,2017,,4.795,,
BLZ,2017,,5.94968,,
BMU,2017,,1.32496,,
BOL,2017,,8.09724,,
BRA,2017,,6.32048,,
BRB,2017,,4.34998,,
BTN,2017,,6.2274165,,
BWA,2017,,7.8092446,,
CAF,2017,,1.7536502,,
CAN,2017,,4.95997,,
CHE,2017,,5.01765,3.0,
CHE,2017,,5.01765,3.0,
CHE,2017,,5.01765,3.0,
CHL,2017,,5.43279,,
CHN,2017,,3.6674504,,
CIV,2017,,3.73654,,
CMR,2017,,3.05963,,
COD,2017,,1.45495,,
COG,2017,,4.17237,,
COK,2017,,2.9169328,,
COL,2017,,4.53551,,
CPV,2017,,4.59278,,
CRI,2017,,7.06981,,
CUB,2017,,8.444136,,
CYP,2017,,5.69962,,
CZE,2017,,3.80616,,
DEU,2017,,4.87183,,
DJI,2017,,3.73345,,
DMA,2017,,4.766751,,
DNK,2017,,7.11586,,
DOM,2017,,3.9202676,,
DZA,2017,,5.7348237,,
ECU,2017,,4.6066775,,
ESP,2017,,4.20552,,
EST,2017,,4.96132,,
ETH,2017,,5.4990506,,
FIN,2017,,6.36311,,
FJI,2017,,4.6511917,,
FRA,2017,,5.4516,,
FSM,2017,,12.681582,,
GAB,2017,,3.555708,,
GBR,2017,,5.45257,,
GEO,2017,,3.52442,,
GHA,2017,,3.1861174,,
GIN,2017,,2.32034,,
GMB,2017,,2.4591944,,
GRC,2017,,3.47709,,
GRD,2017,,3.1738,,
GTM,2017,,2.9501,,
GUY,2017,,4.66478,,
HKG,2017,,3.30989,,
HND,2017,,5.7443438,,
HRV,2017,,3.8627,,
HTI,2017,,1.49847,,
HUN,2017,,4.64757,,
IDN,2017,,1.0532439,,
IND,2017,,4.306397,,
IRL,2017,,3.49045,,
IRN,2017,,3.45957,,
ISL,2017,,7.58386,,
ISR,2017,,6.00772,,
ITA,2017,,4.04494,,
JAM,2017,,5.26017,,
JOR,2017,,3.21306,,
JPN,2017,,3.13058,,
KAZ,2017,,3.3910239,,
KEN,2017,,4.2687426,,
KGZ,2017,,6.02619,,
KHM,2017,,2.0964606,,
KIR,2017,,11.476165,,
KNA,2017,,2.7710032,,
KOR,2017,,4.32824,,
KWT,2017,,6.354442,,
LAO,2017,,2.4979727,,
LBN,2017,,2.2160685,,
LBR,2017,,2.246325,,
LCA,2017,,3.6273153,,
LKA,2017,,2.59317,,
LSO,2017,,7.619993,,
LTU,2017,,3.8122,,
LUX,2017,,3.48646,,
LVA,2017,,4.36671,,
MAC,2017,,2.70949,,
MAR,2017,,4.7356496,,
MCO,2017,,1.45793,,
MDA,2017,,5.71017,,
MDG,2017,,2.701374,,
MDV,2017,,3.8226855,,
MEX,2017,,4.39752,,
MLI,2017,,3.78977,,
MLT,2017,,4.56079,,
MMR,2017,,2.16653,,
MNG,2017,,4.318224,,
MOZ,2017,,5.48665,,
MSR,2017,,6.724777,,
MUS,2017,,4.87887,,
MWI,2017,,3.575055,,
MYS,2017,,4.184885,,
NAM,2017,,9.708673,,
NER,2017,,2.57818,,
NGA,2017,,0.39635402,,
NIC,2017,,4.35768,,
NLD,2017,,5.1751,,
NOR,2017,,7.84598,,
NPL,2017,,4.1634364,,
NRU,2017,,6.2739754,,
NZL,2017,,5.28,,
OMN,2017,,5.99594,,
PAK,2017,,2.57617,,
PAN,2017,,3.49375,,
PER,2017,,3.93131,,
PHL,2017,,3.963841,,
PNG,2017,,1.96493,,
POL,2017,,4.57465,,
PRT,2017,,5.01561,,
PRY,2017,,3.0906208,,
PSE,2017,,4.72154,,
QAT,2017,,2.96746,,
ROU,2017,,3.1182,,
RUS,2017,,4.68991,,
RWA,2017,,3.12474,,
SEN,2017,,4.74008,,
SGP,2017,,2.7569742,,
SLE,2017,,4.66086,,
SLV,2017,,3.72523,,
SMR,2017,,3.36997,,
SOM,2017,,0.12717403,,
SRB,2017,,3.71016,,
STP,2017,,5.8749,,
SUR,2017,,5.458613,,
SVK,2017,,3.93221,,
SVN,2017,,4.78054,,
SWE,2017,,7.56883,,
SWZ,2017,,6.177914,,
SYC,2017,,3.867293,,
TCA,2017,,2.4727821,,
TCD,2017,,2.45482,,
TGO,2017,,3.76527,,
THA,2017,,3.4653215,,
TJK,2017,,5.544718,,
TLS,2017,,5.2005224,,
TON,2017,,4.636268,,
TTO,2017,,3.4943404,,
TUR,2017,,4.32369,,
TZA,2017,,4.4003835,,
UGA,2017,,2.25364,,
UKR,2017,,5.41708,,
URY,2017,,4.41787,,
USA,2017,,5.09297,6.0,
USA,2017,,5.09297,6.0,
USA,2017,,5.09297,6.0,
USA,2017,,5.09297,6.0,
USA,2017,,5.09297,6.0,
USA,2017,,5.09297,6.0,
UZB,2017,,5.0333195,,
VCT,2017,,5.37975,,
VGB,2017,,2.45709,,
VNM,2017,,3.4186568,,
VUT,2017,,4.53343,,
WSM,2017,,3.9623191,,
ZAF,2017,,5.59867,,
ZMB,2017,,3.72964,,
ZWE,2017,,5.81878,,
ABW,2018,,4.5487638,,
AGO,2018,,2.183513,,
AIA,2018,,3.2966974,,
ALB,2018,,3.1529448,,
AND,2018,,3.24672,,
ARG,2018,,4.87774,,
ARM,2018,,2.255868,,
ATG,2018,,2.269227,,
AUS,2018,,5.409676,,
AUT,2018,,5.22655,,
AZE,2018,,2.45543,,
BDI,2018,,5.4135275,,
BEL,2018,,6.38107,,
BEN,2018,,2.93162,,
BFA,2018,,5.48861,,
BGD,2018,,1.6558913,,
BGR,2018,,4.04709,,
BHR,2018,,2.3889399,,
BHS,2018,,2.4926412,,
BIH,2018,,3.89297,,
BLR,2018,,4.83657,,
BLZ,2018,,6.12682,,
BMU,2018,,1.9359547,,
BOL,2018,,8.01587,,
BRA,2018,,6.08851,,
BRB,2018,,5.1137676,,
BTN,2018,,5.743713,,
BWA,2018,,7.905386,,
CAF,2018,,1.565876,,
CAN,2018,,4.88898,,
CHE,2018,,4.93009,,
CHL,2018,,5.47306,,
CHN,2018,,4.024424,,
CIV,2018,,3.21165,,
CMR,2018,,3.03096,,
COG,2018,,2.77167,,
COK,2018,,4.015508,,
COL,2018,,4.4491,,
CPV,2018,,4.787923,,
CRI,2018,,6.76992,,
CYM,2018,,2.1637695,,
CYP,2018,,5.025098,,
CZE,2018,,4.26606,,
DEU,2018,,4.97933,,
DJI,2018,,3.75143,,
DMA,2018,,5.1536045,,
DNK,2018,,7.29691,,
DOM,2018,,3.9182107,,
DZA,2018,,5.8127513,,
ECU,2018,,4.625026,,
ESP,2018,,4.17949,,
EST,2018,,5.23997,,
ETH,2018,,5.220112,,
FIN,2018,,6.27558,,
FJI,2018,,4.7970605,,
FRA,2018,,5.40717,,
FSM,2018,,9.942744,,
GAB,2018,,3.071543,,
GBR,2018,,5.20437,,
GEO,2018,,3.46095,,
GHA,2018,,3.0159557,,
GIN,2018,,2.38432,,
GMB,2018,,2.365444,,
GRC,2018,,3.59734,,
GRD,2018,,3.5591934,,
GTM,2018,,3.13194,,
GUY,2018,,4.45058,,
HKG,2018,,3.32624,,
HND,2018,,6.05647,,
HRV,2018,,3.91209,,
HTI,2018,,1.63716,,
HUN,2018,,4.62344,,
IDN,2018,,0.99443644,,
IND,2018,,4.3769326,,
IRL,2018,,3.37838,,
IRN,2018,,3.61979,,
ISL,2018,,7.5635,,
ISR,2018,,6.06285,,
ITA,2018,,4.25614,,
JAM,2018,,5.41381,,
JOR,2018,,2.95462,,
JPN,2018,,3.07782,,
KAZ,2018,,3.1519163,,
KEN,2018,,5.321925,,
KGZ,2018,,5.55267,,
KHM,2018,,2.4478593,,
KIR,2018,,12.92042,,
KNA,2018,,3.03525,,
KOR,2018,,4.45808,,
KWT,2018,,6.3916526,,
LAO,2018,,2.3350122,,
LBN,2018,,2.6165252,,
LBR,2018,,2.413898,,
LCA,2018,,3.33278,,
LKA,2018,,1.98781,,
LSO,2018,,7.28361,,
LTU,2018,,3.8929,,
LUX,2018,,3.66211,,
LVA,2018,,4.24357,,
MAC,2018,,2.73341,,
MAR,2018,,4.960227,,
MDA,2018,,5.53888,,
MDG,2018,,3.0490692,,
MDV,2018,,3.8568177,,
MEX,2018,,4.13945,,
MLI,2018,,3.55817,,
MLT,2018,,4.695195,,
MMR,2018,,1.99249,,
MNG,2018,,3.9974272,,
MOZ,2018,,5.38976,,
MSR,2018,,8.88188,,
MUS,2018,,4.67448,,
MWI,2018,,3.32296,,
MYS,2018,,4.1319485,,
NAM,2018,,8.881123,,
NER,2018,,3.44957,,
NGA,2018,,0.4199985,,
NIC,2018,,3.5731177,,
NLD,2018,,5.35765,,
NOR,2018,,7.59563,,
