COUNTRYCODE,YEAR,POPULATION,GDPVALUE,PERCAPITAGDP
AND,1830,,,
AND,1831,,,
AND,1832,,,
AND,1833,,,
AND,1834,,,
AND,1835,,,
AND,1836,,,
AND,1837,,,
AND,1838,,,
AND,1839,,,
AND,1840,,,
AND,1841,,,
AND,1842,,,
AND,1843,,,
AND,1844,,,
AND,1845,,,
AND,1846,,,
AND,1847,,,
AND,1848,,,
AND,1849,,,
AND,1850,,,
AND,1851,,,
AND,1852,,,
AND,1853,,,
AND,1854,,,
AND,1855,,,
AND,1856,,,
AND,1857,,,
AND,1858,,,
AND,1859,,,
AND,1860,,,
AND,1861,,,
AND,1862,,,
AND,1863,,,
AND,1864,,,
AND,1865,,,
AND,1866,,,
AND,1867,,,
AND,1868,,,
AND,1869,,,
AND,1870,,,
AND,1871,,,
AND,1872,,,
AND,1873,,,
AND,1874,,,
AND,1875,,,
AND,1876,,,
AND,1877,,,
AND,1878,,,
AND,1879,,,
AND,1880,,,
AND,1881,,,
AND,1882,,,
AND,1883,,,
AND,1884,,,
AND,1885,,,
AND,1886,,,
AND,1887,,,
AND,1888,,,
AND,1889,,,
AND,1890,,,
AND,1891,,,
AND,1892,,,
AND,1893,,,
AND,1894,,,
AND,1895,,,
AND,1896,,,
AND,1897,,,
AND,1898,,,
AND,1899,,,
AND,1900,,,
AND,1901,,,
AND,1902,,,
AND,1903,,,
AND,1904,,,
AND,1905,,,
AND,1906,,,
AND,1907,,,
AND,1908,,,
AND,1909,,,
AND,1910,,,
AND,1911,,,
AND,1912,,,
AND,1913,,,
AND,1914,,,
AND,1915,,,
AND,1916,,,
AND,1917,,,
AND,1918,,,
AND,1919,,,
AND,1920,,,
AND,1921,,,
AND,1922,,,
AND,1923,,,
AND,1924,,,
AND,1925,,,
AND,1926,,,
AND,1927,,,
AND,1928,,,
AND,1929,,,
AND,1930,,,
AND,1931,,,
AND,1932,,,
AND,1933,,,
AND,1934,,,
AND,1935,,,
AND,1936,,,
AND,1937,,,
AND,1938,,,
AND,1939,,,
AND,1940,,,
AND,1941,,,
AND,1942,,,
AND,1943,,,
AND,1944,,,
AND,1945,,,
AND,1946,,,
AND,1947,,,
AND,1948,,,
AND,1949,,,
AND,1950,6176.0,,
AND,1951,6310.0,,
AND,1952,5866.0,,
AND,1953,5591.0,,
AND,1954,5503.0,,
AND,1955,6189.0,,
AND,1956,6221.0,,
AND,1957,6424.0,,
AND,1958,7103.0,,
AND,1959,7239.0,,
AND,1960,8392.0,,
AND,1961,8959.0,,
AND,1962,10317.0,,
AND,1963,11356.0,,
AND,1964,12199.0,,
AND,1965,13623.0,,
AND,1966,14380.0,,
AND,1967,15563.0,,
AND,1968,17216.0,,
AND,1969,18233.0,,
AND,1970,19545.0,,
AND,1971,20550.0,,
AND,1972,21425.0,,
AND,1973,23092.0,,
AND,1974,24807.0,,
AND,1975,26558.0,,
AND,1976,28500.0,,
AND,1977,29396.0,,
AND,1978,30321.0,,
AND,1979,31274.0,,
AND,1980,33584.0,,
AND,1981,37825.0,,
AND,1982,39940.0,,
AND,1983,41627.0,,
AND,1984,42712.0,,
AND,1985,44596.0,,
AND,1986,46476.0,,
AND,1987,47671.0,,
AND,1988,49365.0,,
AND,1989,50516.0,,
AND,1990,52747.0,,
AND,1991,56475.0,,
AND,1992,59722.0,,
AND,1993,62559.0,,
AND,1994,63826.0,,
AND,1995,63245.0,,
AND,1996,63358.0,,
AND,1997,64053.0,,
AND,1998,64727.99999999999,,
AND,1999,65072.99999999999,,
AND,2000,65099.00000000001,,
AND,2001,65316.0,,
AND,2002,65986.0,,
AND,2003,68782.0,,
AND,2004,73247.0,,
AND,2005,76122.0,,
AND,2006,78294.0,,
AND,2007,80757.0,,
AND,2008,82627.0,,
AND,2009,84000,,
AND,2030,84239.0,,
ARE,1,,,
ARE,1000,,,
ARE,1500,,,
ARE,1600,,,
ARE,1700,,,
ARE,1820,,,
ARE,1821,,,
ARE,1822,,,
ARE,1823,,,
ARE,1824,,,
ARE,1825,,,
ARE,1826,,,
ARE,1827,,,
ARE,1828,,,
ARE,1829,,,
ARE,1830,,,
ARE,1831,,,
ARE,1832,,,
ARE,1833,,,
ARE,1834,,,
ARE,1835,,,
ARE,1836,,,
ARE,1837,,,
ARE,1838,,,
ARE,1839,,,
ARE,1840,,,
ARE,1841,,,
ARE,1842,,,
ARE,1843,,,
ARE,1844,,,
ARE,1845,,,
ARE,1846,,,
ARE,1847,,,
ARE,1848,,,
ARE,1849,,,
ARE,1850,,,
ARE,1851,,,
ARE,1852,,,
ARE,1853,,,
ARE,1854,,,
ARE,1855,,,
ARE,1856,,,
ARE,1857,,,
ARE,1858,,,
ARE,1859,,,
ARE,1860,,,
ARE,1861,,,
ARE,1862,,,
ARE,1863,,,
ARE,1864,,,
ARE,1865,,,
ARE,1866,,,
ARE,1867,,,
ARE,1868,,,
ARE,1869,,,
ARE,1870,,,
ARE,1871,,,
ARE,1872,,,
ARE,1873,,,
ARE,1874,,,
ARE,1875,,,
ARE,1876,,,
ARE,1877,,,
ARE,1878,,,
ARE,1879,,,
ARE,1880,,,
ARE,1881,,,
ARE,1882,,,
ARE,1883,,,
ARE,1884,,,
ARE,1885,,,
ARE,1886,,,
ARE,1887,,,
ARE,1888,,,
ARE,1889,,,
ARE,1890,,,
ARE,1891,,,
ARE,1892,,,
ARE,1893,,,
ARE,1894,,,
ARE,1895,,,
ARE,1896,,,
ARE,1897,,,
ARE,1898,,,
ARE,1899,,,
ARE,1900,,,
ARE,1901,,,
ARE,1902,,,
ARE,1903,,,
ARE,1904,,,
ARE,1905,,,
ARE,1906,,,
ARE,1907,,,
ARE,1908,,,
ARE,1909,,,
ARE,1910,,,
ARE,1911,,,
ARE,1912,,,
ARE,1913,,,
ARE,1914,,,
ARE,1915,,,
ARE,1916,,,
ARE,1917,,,
ARE,1918,,,
ARE,1919,,,
ARE,1920,,,
ARE,1921,,,
ARE,1922,,,
ARE,1923,,,
ARE,1924,,,
ARE,1925,,,
ARE,1926,,,
ARE,1927,,,
ARE,1928,,,
ARE,1929,,,
ARE,1930,,,
ARE,1931,,,
ARE,1932,,,
ARE,1933,,,
ARE,1934,,,
ARE,1935,,,
ARE,1936,,,
ARE,1937,,,
ARE,1938,,,
ARE,1939,,,
ARE,1940,,,
ARE,1941,,,
ARE,1942,,,
ARE,1943,,,
ARE,1944,,,
ARE,1945,,,
ARE,1946,,,
ARE,1947,,,
ARE,1948,,,
ARE,1949,,,
ARE,1950,71520.0,1129841354.2497563,15797.558085147599
ARE,1951,73298.0,1224748028.006736,16709.160250030505
ARE,1952,75273.0,1298187716.03297,17246.392677759224
ARE,1953,77480.0,1426989630.417442,18417.52233373054
ARE,1954,79947.0,1589686785.429407,19884.258138884597
ARE,1955,82715.0,1628101391.4738986,19683.266535379298
ARE,1956,85831.0,1748994416.378623,20377.187920199267
ARE,1957,89353.0,1812265532.216609,20282.08937827056
ARE,1958,93340.0,1901522999.2023401,20372.005562484894
ARE,1959,97870.0,2096985553.4875474,21426.23432601969
ARE,1960,103048.0,2311655410.7950015,22432.80229402804
ARE,1961,108989.0,2526325268.102455,23179.635266884317
ARE,1962,115827.0,2808785606.664894,24249.834724761015
ARE,1963,123751.0,3096895151.998583,25025.2131457409
ARE,1964,132980.0,3414380572.542763,25675.89541692558
ARE,1965,143798.0,3762371709.651689,26164.283993182722
ARE,1966,156574.0,4146517770.096606,26482.798996618887
ARE,1967,171745.0,4570208277.940265,26610.42986951739
ARE,1968,190974.0,5036832757.245414,26374.442370403372
ARE,1969,217858.0,5554300097.491802,25495.047680102645
ARE,1970,249369.0,6122610298.679429,24552.41148129651
ARE,1971,288136.0,7147376406.983959,24805.56545167545
ARE,1972,336325.0,8342748559.780201,24805.615282183007
ARE,1973,391337.0,9739232473.632898,24887.072966862062
ARE,1974,453222.0,12893749534.698217,28449.081321511796
ARE,1975,522571.0,13307271470.35363,25465.001828179575
ARE,1976,598023.0,15308220508.72995,25598.04641080686
ARE,1977,683672.0,17978035628.822124,26296.287735671667
ARE,1978,778736.0,17556604803.686966,22545.002162076707
ARE,1979,884040.0,21925701320.57077,24801.707298957932
ARE,1980,1000285.0,27717268102.455017,27709.370931739475
ARE,1981,1069722.0,28492339271.470356,26635.274652171647
ARE,1982,1137549.0,26144528937.339355,22983.21121757336
ARE,1983,1209100.0,24832783125.055397,20538.23763547713
ARE,1984,1284385.0,25892574315.341663,20159.511606988297
ARE,1985,1363482.0,25286979349.46379,18545.88425037059
ARE,1986,1446574.0,19919103075.423203,13769.847291201972
ARE,1987,1530444.0,20630903128.60055,13480.338469490262
ARE,1988,1622747.0,20580060267.659313,12682.235904709305
ARE,1989,1722063.0,22766303288.132587,13220.366088890236
ARE,1990,1826250.0,25496000000.0,13960.848733744011
ARE,1991,1936688.0,25546992000.0,13191.072594036828
ARE,1992,2056289.0000000002,26236760783.999996,12759.27692265046
ARE,1993,2184199.0,26000629936.943993,11903.96568121494
ARE,1994,2319182.0,28228000000.0,12171.532893925532
ARE,1995,2457980.0,30459000000.0,12391.88276552291
ARE,1996,2599579.0,32356000000.0,12446.630781368829
ARE,1997,2746332.0,34517000000.0,12568.40032450556
ARE,1998,2898504.0,35916000000.0,12391.219746462313
ARE,1999,3056080.0,37029000000.0,12116.502185806654
ARE,2000,3219297.0,41621000000.0,12928.599007795801
ARE,2001,3387327.0,42329000000.0,12496.283943061888
ARE,2002,3558098.0,43429000000.0,12205.678427069744
ARE,2003,3731700.0,48597000000.0,13022.751025002011
ARE,2004,3907949.0,53311000000,13641.682631989312
ARE,2005,4086602.0,57683000000,14115.149946092133
ARE,2006,4265914.0,63105000000,14792.843925123669
ARE,2007,4444011.0,67080000000,15094.472088390417
ARE,2008,4621399.0,72044000000,15589.218762543549
ARE,2009,4798000,,
ARE,2030,7483671.0,,
ARG,1,,,
ARG,1000,,,
ARG,1500,,,
ARG,1600,,,
ARG,1700,,,
ARG,1820,534000.0,,
ARG,1821,,,
ARG,1822,,,
ARG,1823,,,
ARG,1824,,,
ARG,1825,,,
ARG,1826,,,
ARG,1827,,,
ARG,1828,,,
ARG,1829,,,
ARG,1830,,,
ARG,1831,,,
ARG,1832,,,
ARG,1833,,,
ARG,1834,,,
ARG,1835,,,
ARG,1836,,,
ARG,1837,,,
ARG,1838,,,
ARG,1839,,,
ARG,1840,,,
ARG,1841,,,
ARG,1842,,,
ARG,1843,,,
ARG,1844,,,
ARG,1845,,,
ARG,1846,,,
ARG,1847,,,
ARG,1848,,,
ARG,1849,,,
ARG,1850,1100000.0,,
ARG,1851,,,
ARG,1852,,,
ARG,1853,,,
ARG,1854,,,
ARG,1855,,,
ARG,1856,,,
ARG,1857,,,
ARG,1858,,,
ARG,1859,,,
ARG,1860,,,
ARG,1861,,,
ARG,1862,,,
ARG,1863,,,
ARG,1864,,,
ARG,1865,,,
ARG,1866,,,
ARG,1867,,,
ARG,1868,,,
ARG,1869,,,
ARG,1870,1796000.0,2353884589.0879254,1310.6261631892683
ARG,1871,,,
ARG,1872,,,
ARG,1873,,,
ARG,1874,,,
ARG,1875,,,
ARG,1876,,,
ARG,1877,,,
ARG,1878,,,
ARG,1879,,,
ARG,1880,,,
ARG,1881,,,
ARG,1882,,,
ARG,1883,,,
ARG,1884,,,
ARG,1885,,,
ARG,1886,,,
ARG,1887,,,
ARG,1888,,,
ARG,1889,,,
ARG,1890,3376000.0,7265075892.246685,2151.9774562342077
ARG,1891,,,
ARG,1892,,,
ARG,1893,,,
ARG,1894,,,
ARG,1895,,,
ARG,1896,,,
ARG,1897,,,
ARG,1898,,,
ARG,1899,,,
ARG,1900,4693000.0,12931835088.199099,2755.5582970805667
ARG,1901,4873000.0,14036126623.820591,2880.3871585923644
ARG,1902,5060000.0,13745523588.130726,2716.506637970499
ARG,1903,5254000.0,15721624230.821827,2992.315232360454
ARG,1904,5455000.0,17407121837.823055,3191.0397502883698
ARG,1905,5664000.0,19702885819.773006,3478.616846711336
ARG,1906,5881000.0,20690936141.11856,3518.268345709668
ARG,1907,6107000.0,21126840694.653362,3459.4466505081646
ARG,1908,6341000.0,23190122248.051414,3657.1711477765994
ARG,1909,6584000.0,24352534390.810883,3698.7445915569388
ARG,1910,6836000.0,26125212908.51908,3821.710489836027
ARG,1911,7098000.0,26590177765.622868,3746.1507136690425
ARG,1912,7370000.0,28769700533.296867,3903.6228674758304
ARG,1913,7653000.0,29060303568.98674,3797.243377627955
ARG,1914,7885000.0,26038031997.81211,3302.2234619926585
ARG,1915,8072000.0,26183333515.657047,3243.7231808296638
ARG,1916,8226000.0,25427765622.863396,3091.1458330735954
ARG,1917,8374000.0,23364484069.46534,2790.122291553062
ARG,1918,8518000.0,27665408997.675373,3247.8761443619833
ARG,1919,8672000.0,28682519622.589912,3307.486118841088
ARG,1920,8861000.0,30774861479.55696,3473.0686694004016
ARG,1921,9092000.0,31559489675.919594,3471.1273290716667
ARG,1922,9368000.0,34058675782.852455,3635.640028058546
ARG,1923,9707000.0,37836515246.82073,3897.8587871454342
ARG,1924,10054000.0,40771605907.28839,4055.262174983926
ARG,1925,10358000.0,40597244085.874466,3919.4095468115916
ARG,1926,10652000.0,42544284424.99658,3994.0184401987035
ARG,1927,10965000.0,45566555996.1712,4155.63666175752
ARG,1928,11282000.0,48414465745.9319,4291.301697033496
ARG,1929,11592000.0,50623048817.17489,4367.067703344969
ARG,1930,11896000.0,48530706960.207855,4079.581956977796
ARG,1931,12167000.0,45159711746.20539,3711.655440634947
ARG,1932,12402000.0,43677636264.18707,3521.821985501296
ARG,1933,12623000.0,45711857514.01614,3621.314862870644
ARG,1934,12834000.0,49344395460.13949,3844.8180972525706
ARG,1935,13044000.0,51523918227.8135,3950.0090637698177
ARG,1936,13260000.0,51872641870.64133,3911.9639419789837
ARG,1937,13490000.0,55650481334.609604,4125.313664537406
ARG,1938,13724000.0,55882963763.16151,4071.915167819987
ARG,1939,13984000.0,58004365923.697525,4147.909462506974
ARG,1940,14169000.0,58963355941.4741,4161.433830296711
ARG,1941,14402000.0,61985627512.64872,4303.9596939764415
ARG,1942,14638000.0,62712135101.87339,4284.201059015808
ARG,1943,14877000.0,62218109941.2006,4182.167771808872
ARG,1944,15130000.0,69279763708.4644,4578.966537241533
ARG,1945,15390000.0,67042120333.65239,4356.213147085925
ARG,1946,15654000.0,73028542868.86368,4665.168191443955
ARG,1947,15942000.0,81136367564.61096,5089.4723099116145
ARG,1948,16307000.0,85640714617.80391,5251.776207628865
ARG,1949,16737000.0,84478302475.04445,5047.398128400816
ARG,1950,17150336.0,85524000000.0,4986.724458342974
ARG,1951,17517342.0,88866000000.0,5073.029915154936
ARG,1952,17876956.0,84333000000.0,4717.41385949599
ARG,1953,18230816.0,88866000000.0,4874.493824083354
ARG,1954,18580559.0,92528000000.0,4979.828647781802
ARG,1955,18927821.0,99125000000.0,5237.000075180339
ARG,1956,19271511.0,101856000000.0,5285.314680307112
ARG,1957,19610538.0,107087000000.0,5460.686494169615
ARG,1958,19946539.0,113655000000.0,5697.980988080188
ARG,1959,20281150.0,106303000000.0,5241.468062708475
ARG,1960,20616009.0,114614000000.0,5559.465947070551
ARG,1961,20950583.0,122809000000.0,5861.841648988957
ARG,1962,21283783.0,120833000000.0,5677.233224939382
ARG,1963,21616403.0,117927000000.0,5455.440481934021
ARG,1964,21949244.0,130074000000.0,5926.126658394249
ARG,1965,22283100.0,141960000000.0,6370.7473376684575
ARG,1966,22611604.0,142919000000.0,6320.604234887538
ARG,1967,22934225.0,146755000000.0,6398.9517849415015
ARG,1968,23260514.0,153002000000.0,6577.756622231134
ARG,1969,23600026.0,166080000000.0,7037.280382657205
ARG,1970,23962313.0,174972000000.0,7301.966216700366
ARG,1971,24363816.0,183458000000.0,7529.937018076315
ARG,1972,24779799.0,189183000000.0,7634.565558824751
ARG,1973,25209829.0,200720000000.0,7961.973879315087
ARG,1974,25646371.0,213739000000.0,8334.08360192559
ARG,1975,26081880.0,211850000000.0,8122.497304642149
ARG,1976,26531280.0,211327000000.0,7965.201829689333
ARG,1977,26983828.0,224084000000.0,8304.381424310886
ARG,1978,27440272.0,214233000000.0,7807.2476832591165
ARG,1979,27901971.0,229547000000.0,8226.909848053387
ARG,1980,28369799.0,232802000000.0,8205.979887273788
ARG,1981,28848000.0,219434000000.0,7606.558513588464
ARG,1982,29330000.0,212518000000.0,7245.755199454483
ARG,1983,29784000.0,220016000000.0,7387.053451517593
ARG,1984,30231000.0,224491000000.0,7425.854255565479
ARG,1985,30672000.0,209641000000.0,6834.930881585811
ARG,1986,31145000.0,224985000000.0,7223.7919409214965
ARG,1987,31625000.0,230797000000.0,7297.92885375494
ARG,1988,32099000.0,226438000000.0,7054.363064269915
ARG,1989,32572000.0,212373000000.0,6520.109296328134
ARG,1990,33036000.0,212518000000.0,6432.921661218065
ARG,1991,33504000.0,233770000000.0,6977.375835721108
ARG,1992,33967000.0,254575000000.0,7494.774339800395
ARG,1993,34407000.0,269341000000.0,7828.08730781527
ARG,1994,34847000.0,291696000000.0,8370.763623841365
ARG,1995,35274000.0,282653000000.0,8013.069116062823
ARG,1996,35683000.0,295090000000.0,8269.76431353866
ARG,1997,36102000.0,318698000000.0,8827.710376156447
ARG,1998,36518000.0,334314000000.0,9154.772988663124
ARG,1999,36923000.0,322947000000.0,8746.4994718739
ARG,2000,37336000.0,320364000000.0,8580.565673880437
ARG,2001,37694000.0,306237000000.0,8124.290337984824
ARG,2002,37999000.0,272876000000.0,7181.136345693308
ARG,2003,38336000.0,296889000000.0,7744.391694490818
ARG,2004,38742000.0,323609000000,8352.924474730267
ARG,2005,39181000.0,353381000000,9019.192976187436
ARG,2006,39614000.0,383418000000,9678.850911293986
ARG,2007,40049000.0,416776000000,10406.651851481935
ARG,2008,40482000.0,445117000000,10995.430067684403
ARG,2009,40914000,,
ARG,2030,48795000.0,,
ARM,1,,,
ARM,1000,,,
ARM,1500,,,
ARM,1600,,,
ARM,1700,,,
ARM,1820,,,
ARM,1821,,,
ARM,1822,,,
ARM,1823,,,
ARM,1824,,,
ARM,1825,,,
ARM,1826,,,
ARM,1827,,,
ARM,1828,,,
ARM,1829,,,
ARM,1830,,,
ARM,1831,,,
ARM,1832,,,
ARM,1833,,,
ARM,1834,,,
ARM,1835,,,
ARM,1836,,,
ARM,1837,,,
ARM,1838,,,
ARM,1839,,,
ARM,1840,,,
ARM,1841,,,
ARM,1842,,,
ARM,1843,,,
ARM,1844,,,
ARM,1845,,,
ARM,1846,,,
ARM,1847,,,
ARM,1848,,,
ARM,1849,,,
ARM,1850,,,
ARM,1851,,,
ARM,1852,,,
ARM,1853,,,
ARM,1854,,,
ARM,1855,,,
ARM,1856,,,
ARM,1857,,,
ARM,1858,,,
ARM,1859,,,
ARM,1860,,,
ARM,1861,,,
ARM,1862,,,
ARM,1863,,,
ARM,1864,,,
ARM,1865,,,
ARM,1866,,,
ARM,1867,,,
ARM,1868,,,
ARM,1869,,,
ARM,1870,,,
ARM,1871,,,
ARM,1872,,,
ARM,1873,,,
ARM,1874,,,
ARM,1875,,,
ARM,1876,,,
ARM,1877,,,
ARM,1878,,,
ARM,1879,,,
ARM,1880,,,
ARM,1881,,,
ARM,1882,,,
ARM,1883,,,
ARM,1884,,,
ARM,1885,,,
ARM,1886,,,
ARM,1887,,,
ARM,1888,,,
ARM,1889,,,
ARM,1890,,,
ARM,1891,,,
ARM,1892,,,
ARM,1893,,,
ARM,1894,,,
ARM,1895,,,
ARM,1896,,,
ARM,1897,,,
ARM,1898,,,
ARM,1899,,,
ARM,1900,,,
ARM,1901,,,
ARM,1902,,,
ARM,1903,,,
ARM,1904,,,
ARM,1905,,,
ARM,1906,,,
ARM,1907,,,
ARM,1908,,,
ARM,1909,,,
ARM,1910,,,
ARM,1911,,,
ARM,1912,,,
ARM,1913,,,
ARM,1914,,,
ARM,1915,,,
ARM,1916,,,
ARM,1917,,,
ARM,1918,,,
ARM,1919,,,
ARM,1920,,,
ARM,1921,,,
ARM,1922,,,
ARM,1923,,,
ARM,1924,,,
ARM,1925,,,
ARM,1926,,,
ARM,1927,,,
ARM,1928,,,
ARM,1929,,,
ARM,1930,,,
ARM,1931,,,
ARM,1932,,,
ARM,1933,,,
ARM,1934,,,
ARM,1935,,,
ARM,1936,,,
ARM,1937,,,
ARM,1938,,,
ARM,1939,,,
ARM,1940,,,
ARM,1941,,,
ARM,1942,,,
ARM,1943,,,
ARM,1944,,,
ARM,1945,,,
ARM,1946,,,
ARM,1947,,,
ARM,1948,,,
ARM,1949,,,
ARM,1950,1355269.0,,
ARM,1951,1379204.0,,
ARM,1952,1416722.0,,
ARM,1953,1455777.0,,
ARM,1954,1505668.0,,
ARM,1955,1565329.0,,
ARM,1956,1617460.0,,
ARM,1957,1672403.0,,
ARM,1958,1733125.0,,
ARM,1959,1796363.0,,
ARM,1960,1868852.0,,
ARM,1961,1943799.0,,
ARM,1962,2006853.0,,
ARM,1963,2065618.0,,
ARM,1964,2134940.0,,
ARM,1965,2205833.0,,
ARM,1966,2273695.0,,
ARM,1967,2338063.0,,
ARM,1968,2402358.0,,
ARM,1969,2463153.0,,
ARM,1970,2519745.0,,
ARM,1971,2581671.0,,
ARM,1972,2647035.0,,
ARM,1973,2712997.0,16691000000.0,6152.236806749142
ARM,1974,2776539.0,,
ARM,1975,2834136.0,,
ARM,1976,2892704.0,,
ARM,1977,2954907.0,,
ARM,1978,3014042.0,,
ARM,1979,3066726.0,,
ARM,1980,3115289.0,,
ARM,1981,3166098.0,,
ARM,1982,3218691.0,,
ARM,1983,3270153.0,,
ARM,1984,3322394.0,,
ARM,1985,3373532.0,,
ARM,1986,3421978.0,,
ARM,1987,3468857.0,,
ARM,1988,3515614.0,,
ARM,1989,3325992.0,,
ARM,1990,3376783.0,20483000000.0,6065.832480203791
ARM,1991,3437479.0,18086489000.0,5261.5562160525205
ARM,1992,3378331.0,10526336598.000002,3115.8393295387577
ARM,1993,3231570.0,9600018977.376001,2970.6981366258506
ARM,1994,3126094.0,10118420002.154306,3236.76127530212
ARM,1995,3068751.0,10816590982.302954,3524.7535503215977
ARM,1996,3063395.0,11454769850.25883,3739.240238447483
ARM,1997,3059000.0,11832777255.31737,3868.184784346966
ARM,1998,3049147.0,12696569994.955536,4163.97438200111
ARM,1999,3047620.0,13115556804.78907,4303.540731714935
ARM,2000,3042556.0,13889374656.271627,4565.035008812205
ARM,2001,3027590.0,15222754623.273706,5028.010603573703
ARM,2002,3013818.0,17521390571.388035,5813.685687519297
ARM,2003,3001712.0,19956863860.810974,6648.493879762939
ARM,2004,2991360.0,22052000000,7371.897732135216
ARM,2005,2982904.0,25117000000,8420.317918377528
ARM,2006,2976372.0,28433000000,9552.905349196943
ARM,2007,2971650.0,32328000000,10878.80470445712
ARM,2008,2968586.0,34526000000,11630.453017025615
ARM,2009,2967000,,
ARM,2030,3050556.0,,
ASM,1,,,
ASM,1000,,,
ASM,1500,,,
ASM,1600,,,
ASM,1700,,,
ASM,1820,,,
ASM,1821,,,
ASM,1822,,,
ASM,1823,,,
ASM,1824,,,
ASM,1825,,,
ASM,1826,,,
ASM,1827,,,
ASM,1828,,,
ASM,1829,,,
ASM,1830,,,
ASM,1831,,,
ASM,1832,,,
ASM,1833,,,
ASM,1834,,,
ASM,1835,,,
ASM,1836,,,
ASM,1837,,,
ASM,1838,,,
ASM,1839,,,
ASM,1840,,,
ASM,1841,,,
ASM,1842,,,
ASM,1843,,,
ASM,1844,,,
ASM,1845,,,
ASM,1846,,,
ASM,1847,,,
ASM,1848,,,
ASM,1849,,,
ASM,1850,,,
ASM,1851,,,
ASM,1852,,,
ASM,1853,,,
ASM,1854,,,
ASM,1855,,,
ASM,1856,,,
ASM,1857,,,
ASM,1858,,,
ASM,1859,,,
ASM,1860,,,
ASM,1861,,,
ASM,1862,,,
ASM,1863,,,
ASM,1864,,,
ASM,1865,,,
ASM,1866,,,
ASM,1867,,,
ASM,1868,,,
ASM,1869,,,
ASM,1870,,,
ASM,1871,,,
ASM,1872,,,
ASM,1873,,,
ASM,1874,,,
ASM,1875,,,
ASM,1876,,,
ASM,1877,,,
ASM,1878,,,
ASM,1879,,,
ASM,1880,,,
ASM,1881,,,
ASM,1882,,,
ASM,1883,,,
ASM,1884,,,
ASM,1885,,,
ASM,1886,,,
ASM,1887,,,
ASM,1888,,,
ASM,1889,,,
ASM,1890,,,
ASM,1891,,,
ASM,1892,,,
ASM,1893,,,
ASM,1894,,,
ASM,1895,,,
ASM,1896,,,
ASM,1897,,,
ASM,1898,,,
ASM,1899,,,
ASM,1900,,,
ASM,1901,,,
ASM,1902,,,
ASM,1903,,,
ASM,1904,,,
ASM,1905,,,
ASM,1906,,,
ASM,1907,,,
ASM,1908,,,
ASM,1909,,,
ASM,1910,,,
ASM,1911,,,
ASM,1912,,,
ASM,1913,,,
ASM,1914,,,
ASM,1915,,,
ASM,1916,,,
ASM,1917,,,
ASM,1918,,,
ASM,1919,,,
ASM,1920,,,
ASM,1921,,,
ASM,1922,,,
ASM,1923,,,
ASM,1924,,,
ASM,1925,,,
ASM,1926,,,
ASM,1927,,,
ASM,1928,,,
ASM,1929,,,
ASM,1930,,,
ASM,1931,,,
ASM,1932,,,
ASM,1933,,,
ASM,1934,,,
ASM,1935,,,
ASM,1936,,,
ASM,1937,,,
ASM,1938,,,
ASM,1939,,,
ASM,1940,,,
ASM,1941,,,
ASM,1942,,,
ASM,1943,,,
ASM,1944,,,
ASM,1945,,,
ASM,1946,,,
ASM,1947,,,
ASM,1948,,,
ASM,1949,,,
ASM,1950,19100.0,,
ASM,1951,19500.0,,
ASM,1952,19300.0,,
ASM,1953,19200.0,,
ASM,1954,19500.0,,
ASM,1955,19800.0,,
ASM,1956,20100.0,,
ASM,1957,20300.0,,
ASM,1958,20500.0,,
ASM,1959,20400.0,,
ASM,1960,20000.0,,
ASM,1961,19900.0,,
ASM,1962,21000.0,,
ASM,1963,23100.0,,
ASM,1964,23200.0,,
ASM,1965,24600.0,,
ASM,1966,26700.0,,
ASM,1967,25100.0,,
ASM,1968,28100.0,,
ASM,1969,30400.0,,
ASM,1970,27267.0,,
ASM,1971,27731.0,,
ASM,1972,28202.0,,
ASM,1973,28612.0,,
ASM,1974,29057.0,,
ASM,1975,29640.0,,
ASM,1976,30272.0,,
ASM,1977,30839.0,,
ASM,1978,31411.0,,
ASM,1979,31964.0,,
ASM,1980,32418.0,,
ASM,1981,33595.0,,
ASM,1982,34706.0,,
ASM,1983,35838.0,,
ASM,1984,37092.0,,
ASM,1985,38633.0,,
ASM,1986,40164.0,,
ASM,1987,41876.0,,
ASM,1988,43623.0,,
ASM,1989,45384.0,,
ASM,1990,47199.0,,
ASM,1991,48569.0,,
ASM,1992,49954.0,,
ASM,1993,51382.0,,
ASM,1994,52733.0,,
ASM,1995,53906.0,,
ASM,1996,54959.0,,
ASM,1997,55967.0,,
ASM,1998,56930.0,,
ASM,1999,57847.0,,
ASM,2000,57771.0,,
ASM,2001,58741.0,,
ASM,2002,59635.0,,
ASM,2003,60500.0,,
ASM,2004,61462.0,,
ASM,2005,62399.0,,
ASM,2006,63217.0,,
ASM,2007,64025.00000000001,,
ASM,2008,64827.0,,
ASM,2009,66000,,
ASM,2030,83664.0,,
ATG,1,,,
ATG,1000,,,
ATG,1500,,,
ATG,1600,,,
ATG,1700,,,
ATG,1820,,,
ATG,1821,,,
ATG,1822,,,
ATG,1823,,,
ATG,1824,,,
ATG,1825,,,
ATG,1826,,,
ATG,1827,,,
ATG,1828,,,
ATG,1829,,,
ATG,1830,,,
ATG,1831,,,
ATG,1832,,,
ATG,1833,,,
ATG,1834,,,
ATG,1835,,,
ATG,1836,,,
ATG,1837,,,
ATG,1838,,,
ATG,1839,,,
ATG,1840,,,
